9.46	7.11
17.41	11.33
21.64	8.08
5.35	3.14
25.49	13.9
22.99	20.16
39.03	21.31
12.81	9.17
21.61	11.59
27.51	14.32
41.16	19.21
20.46	11.27
17.91	5.73
54.07	22.44
13.66	12.62
45.06	30.39
46.68	38.53
46.56	26.99
26.7	11.33
5.05	2.24
41.9	29.59
44.17	17.88
36.04	16.54
24.02	12.1
37.93	19.22
8.42	4.91
29.55	8.42
26.42	24.08
20.43	11.7
17.48	11.21
28.74	20.37
28.35	17.95
3.16	1.89
63.94	38.87
37.07	34.12
19.77	14.1
35.16	28.17
45.32	27.67
12.96	4.7
16.39	7.09
4.43	2.75
45.25	24.31
21.22	14.02
20.5	10.93
20.63	13.58
16.82	12.73
21.16	12.03
8.46	7.12
44.67	15.77
4.91	5.25
14.34	8.89
15.07	10.03
4.37	2.64
30.39	14.34
2.16	1.54
21.04	9.08
46.41	25.63
6.22	1.97
5.15	2.05
26.59	21.94
17.24	8.83
8.31	5.32
52.38	24.21
15.58	8.1
28.6	11.92
14.33	10.72
16.68	13.77
10.27	4.56
30.43	18.35
22.52	6.93
52.99	33.66
31.68	24.41
13.68	7.42
22.07	11.53
24.02	16.76
11.53	7.11
60.36	33.92
13.76	10.02
27.56	20.96
8.55	3.43
2.95	2.05
10.1	5.95
10.29	7.1
11.73	7.11
30.19	26.49
8.2	2.93
35.96	27.83
4.4	2.77
16.36	8.45
12.14	7.49
5.71	3.01
6.87	4.96
13.87	9.45
0.81	0.86
5.94	4.93
2.57	2.1
13.31	12.15
17.93	7.71
6.12	4.82
28.08	17.43
