29.12	9.53	51.74
54.47	62.16	24.42
1.98	65.49	37.83
8.11	21.93	9.66
74.14	26.13	60.64
6.42	67.57	14.2
22.52	21.03	19.45
29.04	76.95	13.01
7.96	10.33	32.59
4	17.58	9.63
30.09	11.57	29.58
38.79	20.23	15.59
3.68	36.23	71.96
10.05	10.3	16.51
19.35	31.1	24.12
48.14	3.38	6.47
5.88	9.33	28.87
26.74	10.69	28.72
10.15	26.19	37.88
22.22	20.83	3.05
17.08	18.58	45.98
40.22	36.77	9.57
37.69	89.87	25.43
52.66	16.88	34.83
13.12	26.69	7.87
7.57	6.2	39.54
39.34	10.08	5.03
11.31	22.13	13.83
36.67	64.7	10.24
17.66	31.14	3
26.3	33.57	35.54
9.1	12.29	8.79
59.19	14.89	16.12
14.38	20.13	8.3
13.55	13.98	2
33.8	58.34	29.09
32.46	9.1	34.44
54.34	24.04	10.88
22.51	16.66	31.04
11.35	36.24	59.4
7	10.18	27.04
24.72	38.75	7.3
16.13	7.44	33.99
82.4	31.14	31.49
3.24	50.6	16.87
14.47	4.91	11.5
34.5	11.72	19.5
68.01	34.06	21.87
22.34	48.02	8.98
68.75	38.37	19.94
36.74	18.43	15.61
75.77	36.18	13.23
19.97	21.44	21.02
20.83	9.84	4.72
5.62	49.06	77.52
11.38	8.18	6.98
10.54	13.06	24.17
16.28	3.08	34.39
32.38	6.46	10.86
7.58	16.7	29.95
37.15	29.65	7.01
19.55	38.56	69.13
11.78	26.39	17.43
18.52	19.67	17.67
3.9	20.95	39.24
21.19	9.32	13.48
27.01	70.7	77.15
21.47	29.14	20.97
62.89	29.74	35.42
11.78	36.84	36.23
13.47	4.84	62.72
37.41	34.84	24.21
37.22	26.72	4.84
8.36	21.16	51.9
22.29	25.11	5.72
22.33	59.73	20.5
15.21	8.99	25.29
2.33	19.76	5.95
19.32	43.29	10.75
38.6	13.08	13.65
33.98	42.34	65.51
22.34	17.96	12.68
9.67	10.61	13.4
9.84	32.69	27.43
6.1	21.58	28.23
44	16.28	16.18
35.19	11.95	29.15
40.22	2.75	20.14
44.16	7.41	7.75
35.27	21.43	42.09
25.46	21.71	34.95
15.54	7.56	7.62
18.26	35.39	11.6
27.49	11.35	7.78
28.26	28.34	15.95
10.81	36.2	19.49
25.17	11.85	22.28
22.79	17.1	30.2
15.2	8.9	10.54
19.43	12.64	10.22
