8.1	32.06	19.62
9.3	24.75	22.74
38.63	7.75	57.89
13.49	10.73	37.53
17.6	40.93	38.98
72.86	36.85	9.86
4.23	57.71	36.35
32.63	22.31	26.96
7.46	20.27	21.02
29.94	17.79	23.8
43.68	24.39	36.43
36.82	32.82	52.71
19.27	55.27	16.2
26.4	18.69	51.44
22.21	52.32	33.02
5.71	35.59	25.38
14.92	24.14	16.51
23.31	20.76	11.11
18.66	12.9	6.67
39.25	13.87	20
27.63	25.31	53.2
4.14	8.07	30.88
26.7	30.29	8.82
5.9	55.3	50.78
3.68	18.29	24.72
4.4	6.71	6.56
11	11.12	11.63
6.32	23.44	11.3
2.17	10.96	25.32
40.78	14.17	29.65
47.91	30.51	16.69
52.76	24.34	11.36
14.85	47.43	25
37.56	47.05	17.56
20.16	20.01	6.41
4.56	45.39	13.72
5.52	12.95	45.49
27.19	25.59	20.86
43.63	17.83	47.12
25.01	5.61	5.31
12.1	25.59	22.75
13.26	12.21	34.21
15.83	20	21.03
34.65	63.29	12.53
45.2	15	27.24
10.95	20.69	64.48
8.45	29.97	20.34
14.76	15.15	11.81
30.99	21.22	24.55
14.03	10.76	6.1
23.97	33.66	14.69
9.24	28.18	2.29
5.21	10.15	23.36
31.31	46.27	14.9
3.79	24.29	28.23
13.68	12.9	39.24
2.43	12.36	18.24
21.68	15.55	28.88
15.41	31.64	18
28.2	46.37	23.77
2.51	11.59	46.44
39.88	7.27	9.27
16.95	16.24	30.68
28.57	10.22	28.56
9.31	8.36	44.39
14.69	40.95	26.58
63.07	45.98	13.12
18.73	53.53	13.55
12.58	15.8	16.1
25.69	36.55	30.91
5.92	22.26	5.97
3.25	4.83	11.54
17.13	16.56	43.2
28.49	23.91	48.06
14.45	21.17	53.32
45.7	40.65	16.56
19.53	26.72	37.83
46.95	27.67	21.33
20.4	3.89	4.64
35.01	5	6.52
6.5	32.23	16.76
51.56	6.09	25.35
25.29	34.96	19.71
32.2	43.92	40.57
17.47	35.12	30.22
10.61	19.55	6.69
24.36	31.1	33.24
10.85	23.58	5.25
6.19	6.64	35.36
20.12	12.8	44.59
52.34	39.72	33.69
28.68	13.01	21.91
7.29	18.33	28.39
25.77	71.46	23.51
13.26	13.38	6.56
12.19	22.35	14.58
8.5	29.03	39.57
24.68	40.69	13.47
36.35	17.94	74.12
51.97	35.65	5.21
16.17	12.03	14.07
38.69	19.36	2.02
29.41	5.99	67.62
8.48	7.14	17.06
65.42	90.32	38.87
16.24	89.78	4.73
17.06	12.52	32.91
26.9	53.73	93.63
39.58	49.89	30.9
11.87	7.99	18.65
18.4	13.06	45.7
5.96	16.78	21.25
32.5	9.56	67.04
68.7	31.05	18.55
91.07	8.58	11.29
6.42	94.32	25.55
19.66	22.65	17.17
20.36	25.82	7.47
59.31	11.5	38.51
19.75	12.02	5.55
26.94	56.95	13.65
12.08	28.47	28.41
46.01	5.72	19.64
13.09	53.12	27.81
4.42	5.58	15.63
5.59	21.13	46.81
44.38	40.32	13.73
9.5	15.81	57.52
42.3	12.01	5.52
38.97	43.49	42.88
57.35	6.66	5.56
12.56	89.26	42.7
25.53	38.81	10.53
61.15	8.8	13.55
54.14	28.32	16.35
30.52	2.54	20.41
27.01	7.42	35.45
22.73	16.22	15.01
43.63	65.02	50.76
43.19	15.54	16.05
16.55	19.96	62.5
51.18	24.4	25.08
14.52	13.24	11.89
7.04	53.07	41.56
21.74	7.19	56.53
16.03	15.16	43.14
13.36	4.63	23.15
26.86	26.96	27.09
9.75	9.25	30.97
19.29	19.25	47.88
44.77	44.74	24.74
36.84	34.7	16.77
5.31	49.57	7.43
18.19	6.69	54
45.77	17.13	16.97
24.57	41.86	35.53
88.51	46.31	45.55
4.72	43.17	4.74
19.94	30.6	19.33
6	26.25	9.04
52.93	22.26	27.89
13.53	54.08	90.35
25.26	60.05	5.56
66.34	25.54	10.39
20	11.84	6.52
16.08	53.97	8.76
55.61	39.24	15.21
4.12	20.91	12.88
20.88	42.91	64.83
15.4	42.52	13.41
41.07	13.31	19.33
8.8	8.85	49.52
17.09	43.72	20.91
13.16	4.37	38.16
11.56	19.74	56
17.43	13.58	16.36
48.92	45.8	13.79
9.54	15.58	47.56
95.6	27.2	7.19
9.96	20.1	38.23
39.1	13.66	97.24
7.72	28.46	26.21
3.26	5.93	27.01
29.44	38.68	12.98
27.1	6.51	11.46
12.77	18.32	27.18
11.29	25.81	5.52
58.23	11.67	52.92
27.34	18.67	54.18
5.2	67.21	40.83
53.53	92.42	92.4
51.25	32.48	94.77
8.35	6.23	15.61
89.99	39.04	6.44
92.44	17.41	5.59
16.61	67.75	6.31
4.99	18.24	30.27
34.19	14.33	17.44
9.7	10.64	11.11
34.09	20.92	8.05
