1.64	4.87	5.14
4.22	28.38	8.92
25.04	8.34	7.13
3.64	28.21	12.62
11.19	7.34	13.22
48.67	16.2	9.08
11.39	7.19	11
6.47	6.41	4.6
8.83	9.42	24.75
4.86	1.09	2.74
3.46	12.63	7.5
2.25	7.73	4.22
6.9	8.46	21.26
9.13	8.24	4.75
11.44	14.13	0.91
2.03	5.96	9.58
12.42	8.31	5.9
5.16	14.19	8.2
22.59	4.33	6.4
4.653	11.61	10.21
7.83	6.62	3.43
3.46	3.53	7.42
26.04	3.22	3.35
9.3	7.28	24.65
11.97	18.29	2.22
4.88	19.26	1.47
25.68	19.83	7.54
4.6	15.71	13.01
7.62	47.18	9.05
4.43	1.95	24.59
8.78	4.75	0.95
5.59	1.68	7.79
8.08	21.2	2.34
18.6	10.19	36.71
10.7	16.58	45.19
11.39	1.48	8.08
2.25	11.55	22.14
22.96	14.44	9.74
7.67	12.59	10.13
36.95	7.16	18.32
2.03	10.08	5.85
8.88	12.51	1.33
0.93	11.27	8.72
25.4	7.89	12.71
5.13	12.48	25.14
17.05	25.78	17.52
26.16	15.47	26.06
17.42	8.01	17.72
23.52	3.68	7.28
13.31	2.14	1.38
1.73	2.88	7.84
7.78	16.77	4.74
1.55	27.54	12.65
5.78	1.3	6.52
7.93	1.96	7.58
4.73	10.28	30.32
10.15	23.12	6.13
8.74	4.12	5.43
6.85	17.4	2.18
5.53	7.57	5.58
6.4	10.91	6.28
16.85	10.45	8.06
30.64	17.63	9.66
6.31	4.42	5.55
5.08	1.18	4.98
12.74	15.93	0.61
8.47	8.29	17.13
3.5	1.59	9.11
16.49	14.56	0.81
8.5	3.11	13.7
16.39	6.42	4.01
9.49	8.35	1.56
18.67	13.86	10.9
11.12	4.94	23.54
7.75	1.75	3.77
10.94	6.96	18.85
8.47	16.6	7.29
19.13	24.68	11.44
4.32	16.49	6.78
23.47	31.37	3.73
11.07	6.46	9.8
2.11	6.49	18.08
1.84	5.77	12.61
27.66	1.73	11.88
15.95	4.88	8.2
2.69	6.57	12.99
2.53	8.38	26.08
5.41	10.1	14.97
8.39	5.26	7.56
15.45	7.58	3.79
26.13	6.76	2.19
13.23	6.4	3.01
6.64	7.83	16.44
11.05	14.7	20.48
13.88	26.54	9.19
12.25	36.37	0.97
6.68	1.87	11.89
3.83	7.96	14.11
8.65	25.55	13.4
19.72	9.08	10.69
16.4	12.71	19.94
9.96	7.42	14.53
2.04	11.33	7.17
15.4	7.52	7.72
8.47	9.71	13.8
12.23	20.19	3.14
23.2	9.82	14.3
9.65	2.2	7.99
2.85	13.9	12.62
18.29	5.48	17.34
7.08	8.4	8.87
3.01	3.24	9.84
6.36	1.83	12.2
15.4	3.04	5.66
25.43	6.82	12.9
8.31	11.91	16.99
1.06	10.96	5.9
2.21	4.86	5.73
39.24	5.69	3.69
38.88	6.97	17.39
1.21	14.48	27.83
2.36	1.73	8.3
10.16	4.44	1.62
19.09	26.53	30.03
6.91	11.98	28.23
10.05	12.81	3.77
1.52	16.98	3.46
1.43	2.31	12.76
1.44	23.65	2.36
11.3	31.76	4.39
17.44	2.23	4.08
10.53	8.18	3.69
21.46	8.25	1.79
7.94	11.03	13.42
2.03	9.76	12.26
13.34	5.06	8.68
3.34	8.24	12.54
1.16	8.75	18.93
8.74	7.87	6.07
6.33	5.48	5.94
15.9	7.5	13.17
19.46	3.8	3.61
7.53	17.56	10.74
28.15	16.13	5.58
17.71	13.97	19.08
3.63	10.28	21.3
4.87	11.94	10.27
4.68	3.55	4.03
18.58	10.52	1.49
2.66	17.45	6.06
5.92	7.08	3.11
13.52	13.78	9.65
10.56	3.8	12.72
8.97	10.03	6.33
17.73	6.38	4.09
8.46	2.27	1.42
12.69	3.72	9.9
8.35	20.21	4.5
6.9	15.7	7.67
2.22	6.29	14.82
4.65	4.27	28.4
3.06	9.69	15.24
12.33	4.15	19.49
3.41	7.14	9.03
3.72	14.56	13.5
27.1	28.73	23.61
29.54	6.22	7.39
9.9	14.68	12.46
2.89	18.01	3.71
6.04	9.01	6.5
4.2	12.24	9.71
10.45	20.52	5.71
19.84	6.66	2.4
20.13	5.57	4.41
12.17	6.03	18.85
2.18	13.26	9.68
13.47	3.35	6.09
5.92	22.64	6.71
6.11	5.32	3.55
19.17	20.63	18.13
14.06	20.15	4.01
8.99	10.49	14.28
20.3	2.68	31.52
15.25	1.53	10.13
6.13	5.86	11.52
29.95	3.49	4.36
14.07	8.65	9.91
7.08	4.91	16.01
5.83	29.74	12.49
9.65	27.95	16.01
4.34	3.65	2.73
6.52	3.62	24.07
14.76	12.63	8.78
19.9	2.4	1.5
5.78	4.38	8.52
2.1	4.34	10.52
3.6	3.41	9.39
6.18	2	4.65
4.29	12.3	18.13
13.08	8.39	3.58
