5.76	4.53
19.43	15.81
61.12	27.79
10.31	4.72
20.23	13.6
20.18	14.7
29.36	25.74
65.39	27.19
90.24	46.39
22.84	13.15
44.87	28.53
23.59	17.81
13.63	7.83
15.57	10.73
22.28	8.54
2.57	2.31
19.64	10.61
61.13	32.05
12.75	7.36
17.32	8.29
56.9	28.86
39.74	32.63
38.46	33.53
5.46	3.03
26.61	10.32
21.56	19.29
19.08	10.23
23.44	10.44
3.56	2.55
13.04	9.93
29.23	18.36
26.03	12.91
29.95	17.58
10.25	5.71
19.68	11.07
23.74	15.67
34.08	21.44
44	20.56
9	4.88
22.56	15.32
5.54	3.82
29.95	9.08
90.2	49.23
35.19	35.72
14.6	6.73
26.32	15.57
27.46	20.48
66.59	48.58
10.5	7.8
51.22	34.78
11.9	7.54
42.02	25.92
18.27	15.86
2.02	1.82
3.91	1.85
14.29	11.24
39.98	16.47
8.02	4.42
16.26	10.86
5.3	2.56
24.96	24.65
7.1	4.29
18.04	9.01
18.08	10.09
31.63	9.93
11.02	6.91
14.94	9.56
11.71	11.44
48.6	32.85
52.53	24.15
9.85	5.57
40.73	25.07
90.16	45.78
9.39	9.81
31.62	28.82
15.97	11.75
23.96	11.3
22.42	20.43
20.16	9.56
44.91	23.76
29.64	14.6
5.82	4.54
14.41	4.37
16.51	12.57
42.44	27.39
4.86	3.92
12.15	8.02
26.88	7.67
12.49	11.38
10.03	7.79
9.2	6.43
49.73	34.46
13.14	5.98
4.68	2.29
2.98	2.59
14.01	7.64
34.14	25.86
4.37	3.82
21.14	9.56
8.47	4.7
