28.11	16.93
20.01	14.29
17.4	14.78
59	31.13
28.87	16.26
27.04	17.53
5.3	2.19
9.59	5.33
66.53	36.24
16.98	13.14
19.89	12.51
7.72	3.66
8.09	6
19.86	11.57
2.2	2.37
9.39	7.08
24.74	21.18
5.92	3.68
21.44	13.81
11.44	6.9
6.75	4.24
6.91	5.46
46.72	28.49
28.86	28.52
66.17	27.98
7.42	5.92
56.25	28.02
20.96	11.6
4.95	3.23
92.21	48.8
6.33	4.03
4.63	2.76
3.95	3.83
10.12	4.83
16.38	10.49
40.13	20.73
48.54	23.62
25.54	20.73
9.99	5.18
26.23	13.31
8.7	6.83
24.81	12.78
12.21	5.18
22.34	6.86
3.48	1.68
11.49	8.78
37.82	17.73
86.79	48.29
45.46	23.54
18.69	6.95
50.03	35.37
28.7	16
15.72	13.05
11.36	5.51
25.48	12.95
9.63	5.47
18.82	11.41
61.28	32.19
41.63	18.66
6.93	6.7
4.69	3.4
33.72	24.84
30.16	17.41
2.42	1.39
16.03	13.98
52.88	32.46
2.66	2.16
5.48	4.34
44.79	25.53
14.48	9.96
3.89	2.44
17.95	8.34
18.19	9.48
16.64	5.72
30.28	10.92
38.13	34.15
44.36	37.49
24.13	24.51
7.59	5.98
6.22	3.73
24.19	20.43
32.3	15.41
20.6	15.04
6.25	4.17
16.4	10.78
90.92	32.8
34.44	12.66
57.47	42.38
4.81	3.61
89.87	45.39
19.18	10.91
2.7	2.06
3.68	3.37
49.31	33.25
23.46	16.42
54.11	26.11
27.68	13.54
11.78	6.48
9.7	7.2
23.98	10.94
