34.13	14.92
44.93	36.72
4.17	2.49
5.98	4.66
12.4	4.61
31.55	15.05
25.96	13.4
7.89	5.19
34.87	16.64
19.64	7.75
6.38	4.88
17.95	11.94
8.57	4.35
17.81	8.5
4.7	2.61
22.01	11.41
37.76	24.44
10.03	4.96
16.08	10.1
13.89	10.18
11.42	8.1
25.03	12.29
10.4	8.1
6.19	2.39
16.6	9.67
37.51	11.5
18.05	13.72
12.86	8.25
24.64	16.97
7.2	4.13
23.59	10.9
13.11	8.6
6.97	5.19
9.26	8.39
18.71	11.12
15.43	11.11
17.39	12.65
41.3	28.71
11.51	4.16
14.26	6.12
9.19	3.93
21.98	17.87
23.54	11.45
28.54	20.06
13.94	9.07
23.66	17.96
17.4	11.42
6.76	6.15
27.64	22.38
4.54	2.26
19.11	16.94
20.67	12.32
20.54	12.42
20.39	17.11
35.65	20.23
20.57	14.69
49.31	24.09
15.37	13.89
44.43	28.81
44.75	25.74
58.4	29.76
10.82	5.73
30.47	22.81
24.09	9.62
10.19	4.71
16.54	9.4
29.12	20.2
18.34	12.32
20.17	14.9
15.51	11.14
23.16	10.32
12.75	7.93
24.4	14.43
7.7	5.32
52.32	18.37
12.14	9.77
9.74	7.89
18.81	10.92
21.62	7.89
7.76	5.27
2.42	1.71
22.54	15.35
13.33	7.49
6.84	6.63
16.35	9.06
11.07	6.23
26.15	21.49
15.98	13.62
3.51	2.09
18.09	7.55
26.84	16.28
7.95	4.74
8.4	5.9
14.31	8.93
4.94	3.51
6.87	5.04
5.01	1.08
16.7	10.71
11.43	6.37
10.94	6.13
