3	7.48	7.76
8.1	46.93	15.78
36.72	9.76	8.74
7.22	34.79	18.25
21.77	10.54	21.25
50.7	26.29	14.84
28.39	13.25	21.05
8.46	8.65	8.85
15.47	16.13	33.42
8.71	1.81	4.66
6.05	15.27	15.27
5.29	19.94	5.21
11.92	23.09	47.25
14.04	16.59	9.95
19.11	23.49	2.13
2.3	16.33	12.47
21.93	9.85	11.06
10.71	25.36	13.62
47.32	5.73	15.33
78.33	15.34	11.64
15.92	10.98	5.41
5.29	5.12	21.3
32.06	5.2	7.9
21.65	24.07	27.14
18.98	39.52	4.1
11.4	23.2	2
28.22	33.77	13.2
9.23	35.24	19.2
21.09	77.14	21.51
5.64	2.74	49.14
12.94	9.62	1.91
16.4	3.6	28.41
13.07	39.61	3.29
33.25	18.77	59.55
20.92	30.39	76.94
12.69	3.28	24.45
3.92	20.12	35.4
34.87	22.6	11.16
24.11	18.82	20.58
58.45	11.5	33.82
4.82	15.26	16.79
28.56	27.88	3.18
1.73	15.63	32.47
49.65	8.47	24.16
11.14	25.62	31.61
51.19	40.61	26.57
32.43	28.31	32.75
26.22	13.06	51.17
31.5	5.89	11.8
25.16	4.71	1.47
2.61	5.2	12.16
31.7	40.55	16.6
6	45.23	21.39
17.62	1.74	16.2
12.13	3.47	12.01
8.51	20.34	42.38
15.38	50.57	13.34
13.57	5.15	13.65
10.38	34.56	2.31
12.62	13.41	13.22
13.45	15.04	8.99
28.92	11.31	13.2
43.76	28.14	15.26
16.16	5.64	7.83
17.27	1.66	5.99
21.11	19.45	1.08
11.88	15.86	19.78
9.08	2.48	15.3
24.48	23.12	1.81
16.52	8.67	23.61
19.44	9.82	8.31
12.42	11.78	2.66
31.27	21.54	21.67
23.03	16.51	50.91
12.82	2.59	6.15
14.97	11	35.49
11.53	50.03	15.01
35.28	30.62	15.07
5.72	25.91	12.18
52.27	42.07	4.48
21.37	14.67	12.43
2.78	12.93	29.68
2.29	14.57	28.73
46.84	1.8	16.96
39.88	12.23	9.45
5.94	9.22	24.79
3.58	14.04	42.04
14.54	15.11	28.72
12.79	8.22	13.57
29.88	11.09	5.69
40.7	18.91	2.97
27.38	21.7	5.13
10.17	30.22	39.82
16.91	26.04	39.81
27.87	31.33	18.12
14.6	58.79	3.31
10.7	3.45	21.63
5.92	29.25	22.53
12.13	49.49	19.27
39.92	24.18	14.64
20.49	16.95	32.06
16.04	12.02	28.16
3.52	17.99	18.1
16.69	10.89	16.07
19.18	11.63	20.45
23.95	31.61	6.07
35.28	14.74	26.69
15.78	4.6	16.03
11.95	14.87	18.33
22.7	11.06	28.83
12.54	17.42	14.09
6.54	6.03	13.97
11.46	2.48	29.7
26.16	4.92	9.46
36.69	12.09	29.19
17.31	18.14	23.07
3.62	20.9	15.13
3.96	7.98	12.18
43.51	8.99	5.54
44.58	9.98	21.33
2.18	17.57	38.19
3.7	3.14	16.84
11.08	7.18	4.42
28.73	35.5	40.4
9.42	16.1	33.88
21.33	18.1	8.94
2.28	28.25	8.02
2.8	3.6	20.99
3.19	29.22	6.62
13.51	58.08	7.68
1.56	3.68	7.09
17.44	27.33	7.01
29.3	11.3	3.37
15.19	13.41	24.54
4.48	15.19	20.15
26.51	6.74	12.81
6.45	13.68	20.74
1.87	21.52	47.08
14.96	18.68	16.2
17.31	9.53	21.11
28.74	18.22	16.21
32.54	9.01	5.53
15.48	34.18	14.69
38.89	38.89	11.58
21.64	20.21	46.19
5.03	17.28	32.16
10.58	19.29	19.23
12.52	7.38	6.43
22.37	16.54	2.65
6.36	23.75	10.79
10.57	16.27	5.63
29.99	27.15	13.57
13.84	9.07	18.66
14.73	15.21	25.18
29.01	11.79	8.57
11.69	4.09	2
19.38	8.2	25.61
12.14	28.36	6.64
8.23	16.73	13.54
3.28	24.78	21.04
7.52	9.52	43.82
4.73	25.56	20.02
22.21	5.96	30.68
4.96	15.63	14.49
10.15	20.81	18.69
35.86	45.26	32.67
42.64	18.55	17.44
13.22	19.82	26.28
6.06	30.82	7.67
10.8	13.85	11.57
5.04	18.19	12.6
18.68	47.02	7.17
32.5	9.87	4.24
46.54	16.09	6.32
14.5	21.16	28.29
5.52	15.99	23.57
15.75	5.47	11.09
22.21	29.65	18.28
14.51	12.03	9.58
46.28	46.31	33.42
18.46	32.72	9.41
14.3	18.09	19.29
31.58	5.71	58.35
20.99	2.17	16.73
18.58	10.53	20.42
44.66	6.55	7.6
21.67	14.31	14.76
13.72	15.31	21.49
5.99	40.79	19.13
24.94	42.63	28.57
9.08	9.44	6.11
24.21	5.68	30.31
17.13	21.89	27.73
27.4	4.96	2.79
5.84	7.22	12.45
3.21	6.85	13.22
6.15	7.3	15.52
10.97	3	6.92
7.75	20.65	23.29
26.94	13.28	10.21
