8.57	7.83
33.02	14.05
13.91	7.56
11.35	7.81
38.17	19.74
36.43	17.21
32.61	27.51
30.37	13.55
42.3	19.07
73.08	23.92
12.66	6.46
37	26.15
45.22	24.26
14.89	7.89
16.25	8.92
36.9	24.31
17.3	5.49
17.75	9.36
33	17.75
26.7	23.58
16.43	5.72
11.71	6.75
5.03	4.68
18	10.18
4.59	1.87
20.87	9.42
53.27	22.43
41.83	28.06
25.02	11.7
7.66	4.45
44.07	16.14
26.03	18.91
27.47	19.46
30.44	17.79
27.18	18.13
14.08	10.81
39.23	31.1
66.9	40.17
11.82	4.72
10.87	9.57
17.65	12.43
23.19	12.88
7.55	3.65
26.67	21.64
43.22	26.47
17.91	12.31
44.23	26.26
11.79	10.74
37.4	13.64
25.7	17.07
15.07	7.28
16.69	7.58
27.76	14.06
23.17	12.35
15.11	8.6
23.01	7.59
9.3	6.02
6.38	4.23
25.72	18.74
14.59	10.43
29.42	27.28
49.6	25.62
24.21	9.44
19.55	7.16
8.16	4.66
18.24	10.53
22.66	16.51
35.33	18.62
9.69	8.88
15.61	6.77
49.06	35.09
5.57	3.66
15.53	11.65
6.76	3.22
19.45	8.44
35.54	18.58
40.6	22.24
20.53	16.77
26.24	10.42
9.23	6.7
6.29	3.44
5.24	4.24
13.23	8.73
29.92	19.81
25.07	17.03
5.52	3.37
44.33	27.01
28.84	25.54
3.85	2.85
9.66	8.36
25.8	14.11
18.75	13.81
8.42	7.19
24.86	23.37
17.41	12.45
3.76	3.6
11.75	8.31
21.86	12.43
38.44	15.72
19.06	13.38
