33.25	18.07
21.11	9.14
5	4.44
8.62	5.68
26.57	11.51
3.57	2.29
16.01	7.67
12.62	10.55
20.34	7.56
17.39	17.24
3.13	2.45
5.37	4.01
59.96	38.1
7.05	5.14
38.6	16.2
13.42	8.65
41.89	28.72
4.39	1.92
58.47	46.13
5.01	3.7
14.15	6.45
15.97	15.35
36.52	23.34
19.1	12.95
5.72	3.01
9.71	8.57
18	9.81
11	6.38
29.86	12.05
16.49	12.02
21.44	18.16
7.05	4.62
20.53	17.59
27.38	14.87
51.6	13.19
27.99	13.86
16.8	10.04
15.44	8.24
18.84	11.52
2.28	1.9
3.67	2.66
7.39	2.88
12.33	8.5
21.49	12.64
39	28.34
7.76	4.66
16.54	11.92
6.29	4.33
50.37	27
7.87	6.18
10.62	6.07
31.29	11.5
31.03	14.64
32.31	18.8
78.14	38.37
19.13	10.03
4.83	3.19
11.9	7.84
23.66	15.55
37.29	13.98
25.42	9.95
8.17	5.18
12.85	9.15
71.88	50.47
63	34.59
67.67	23.88
10.21	7.95
9.44	5.87
90.72	65.13
36	23.06
4.52	3.19
11.42	5.3
7.95	5.43
28.16	17.92
6.11	3.86
37.24	17.32
19.3	14.8
6.62	4.49
38.81	21.95
14.42	7.97
20.04	10.82
35.37	16.39
6.77	3.38
4.55	3.87
6.93	4.47
36.88	9.65
7.5	4.2
15.05	12.93
20.32	10.08
30.09	19.38
30.61	12.21
12.81	7.39
7.53	5.61
32.99	14.28
40.09	26.48
31	14.7
52.82	42.23
24.74	11.66
26.85	19.02
8.06	6.14
