79.34	24.83
53.13	19.44
40.31	16.52
5.3	3.46
64.9	31.04
22.22	16.2
18.3	12.01
42.55	19.55
21.3	12.26
10.42	9.74
52.05	39.88
9.26	5.51
50.19	23.7
29.8	16.86
21.02	13.72
20.92	16.58
18.93	13.98
8.63	8.27
78.78	42.44
34.92	17.71
21.99	21.57
49.52	23.74
11.51	11.26
27.72	20.15
4.8	4.22
156.68	117.85
7.25	4.96
65.65	42.37
16.12	6.75
21.58	18.56
28.94	20.61
14.84	11.51
51.25	43.56
42.11	20.11
19.85	15.95
7.57	6.4
24.2	21.22
105.86	34.12
85.01	47.35
16.48	8.42
6.1	4.3
22.33	12.26
35.31	25.59
65.81	19.62
30.8	24.89
6.7	3.9
60.44	47.95
18.73	13.94
12.92	6.98
5.48	4.05
72.82	34.09
10.64	7.28
26.39	16.78
30.74	15.13
39.26	15.75
44.39	33.97
15.93	11.36
20.64	13.36
57.98	41.01
27.27	11.9
23.53	11.83
55.15	37.94
8.6	4.59
12.86	6.51
5.12	4.76
5.64	5.28
14.03	8.21
7.98	6.15
91.3	60.31
60.17	37.36
47.49	29.59
61.62	36.51
60.01	25.96
7.64	5.23
40.53	34.91
81.8	49.05
29.29	15.72
13.64	6.38
13.98	9.75
22.33	15.69
53.16	41.4
18.89	11.38
40.52	17.68
109.11	50.23
46.67	22.58
7.1	5.35
50.21	25.62
8.91	7.32
22.06	18.04
27.63	14.92
61.07	50.09
49.85	33.1
60.56	26.23
6.8	4.74
34.19	28.12
51.25	34.17
13.04	8.94
28.38	18.97
23.51	23.2
37.24	29
