92.62	31.77
34.91	16.22
60.11	29.88
32.56	26.44
52.23	30.92
36.33	15.6
63.48	30.03
16.51	8.32
18.15	10.53
50.51	21.09
16.24	10.05
21.16	17.37
28.03	15.18
9.47	8.43
39.88	29.69
6.65	2.41
31.65	21.16
46.15	26.54
19.04	15.29
13.96	7.25
20.63	11.83
74.15	33.21
6.84	5.29
27.17	21.4
76.54	42.57
9.6	5.22
21.06	12.69
42.66	45.65
30.06	22.72
37.84	22.52
24.19	14.26
6.88	5.86
103.57	38.68
18.38	8.28
40.2	23.05
40.35	16.67
63.59	47.34
57.89	40.47
90.62	56.65
35.37	23.7
4.51	3.52
58.48	22.55
12.34	6.19
28.2	20.81
29.21	15.14
49.48	27.34
13.84	11.08
24.74	7.83
31.58	24.27
98.43	70.63
24.98	14.47
7.23	5.31
33.13	25.89
106.89	54.42
28.41	18.09
10.51	7.2
25.81	9.38
22.37	13.19
5.11	3.04
31.61	15.62
13.54	9.75
72.94	35.27
14.67	10.78
7.83	5.4
6.25	3.02
23.67	22.04
18.34	12.31
31.64	25
16.45	10.15
70.72	40.18
16.32	10.56
66.31	27.37
155.26	121.72
27.34	18.16
59.41	39.63
26.37	13.25
31.99	22.04
55.64	28.06
69.21	33.45
4.31	2.68
50.25	36.33
8.31	3.17
29.68	14.91
75.92	54.84
68.02	26.4
27.42	21.43
30.74	12.95
40.76	25.99
22.43	24.29
23.7	16.89
13.11	10.32
6.96	4.58
67.64	43.11
8.04	5.62
30.06	10.01
16.84	10.44
18.09	11.79
21.05	13.24
30.59	19.47
11.66	7.8
