24.98	10.56
6.09	2.52
8.67	6.18
18.17	10.25
15.38	8.1
20.98	15.9
13.81	9.48
20.63	8.85
8.61	4.37
8.75	6.67
8.95	4.14
8.09	4.3
5.58	3.52
13.05	8.34
37.69	27.75
6.98	5.2
21.74	10.51
9.84	7.45
23.51	10.3
14.59	11.81
15.2	9.79
23.82	7.75
7.15	4.2
12.91	7.56
26.52	21.16
8.51	5.75
22.67	7.08
7.14	4.85
16.4	7.65
27.98	18.18
5.65	3.82
16.83	15.08
20.09	17.49
22.39	12.79
5.92	4.82
9.36	5.27
8.29	4.74
24.16	16.07
17.15	14.04
9.08	4.56
11.78	7.81
19.25	11.98
24.58	12.66
17.44	7.34
31.87	20.56
14.33	7.81
6.57	4.6
27.29	16.4
19.87	15.8
14.41	8.96
6.76	6.43
20.73	20.28
29.81	16.75
19.74	11.31
9.41	6.54
3.28	2.12
16.89	7.12
7.22	5.37
10.71	8.19
48.93	30.91
5.28	3.75
27.35	13.48
1.88	1.5
12.16	7.96
17.13	7.17
14.23	8.66
28.41	22.36
35.01	13.97
21.3	12.87
6.89	3.6
13.89	8.82
28.07	15.25
7.01	4.67
3.66	3.73
11.41	8.38
11.21	5.27
24.65	21.32
8.28	2.27
5.55	5.18
11.79	5.79
14.27	9.38
14.59	7.18
3.73	2.18
17.17	16.49
15.59	12.32
9.85	6.12
7.51	3.5
7.04	4.28
12.13	4.39
9.39	5.24
5.99	1.95
12.23	6.58
5.19	4.58
19.46	12.86
31.37	20.41
12.75	7.65
60.38	33.02
26.84	11.1
9.74	6.48
11.72	9.39
