10.37	4.58
8.39	5.34
8.33	5.64
36.08	25.66
16.42	11.03
8.72	6.44
5.52	4.37
49.1	47.25
47.73	21.02
19.93	8.8
6.17	4.31
27.94	15.27
21.77	10.85
17.85	10.58
8.73	6.16
26.23	21.33
17.01	10.68
15.58	9.12
33.89	11.59
20.6	15.01
3.09	2.44
3.9	2.34
5.05	2.58
14.02	12.52
48.81	25.16
28.09	16.33
4.37	4.01
15.35	9.84
58.69	35.76
13.78	12.69
34.06	22.82
15.06	8.3
38.8	25.35
10.45	4.54
17.45	13.07
11.09	8.04
11.46	5.17
31.01	8.08
10.91	6.55
19.08	10.8
10.94	7.3
5.7	2.09
32.86	25.8
22.28	10.72
7.93	4.9
20.14	14.33
13.97	9.94
19.38	15.07
13.96	6.74
6.63	5.88
41.86	31.07
4.55	3
16.18	10.79
27.22	16.31
16.8	7.66
5.8	3.51
23.92	18.71
54.81	31.71
11.24	7.74
13.04	8.68
18.73	3.88
1.82	1.82
7.85	6.05
30.45	26.16
49.19	23.85
10.45	9.96
25.78	15.48
15.28	11.43
18.96	10.97
12.63	8.73
11.46	4.76
3.27	2.37
13.71	11.28
30.21	9.37
13.16	5.34
16.14	12.11
14.82	7.87
29.37	14.57
9.22	5.42
16.19	11.46
30.48	14.05
13.45	7.73
11.55	7.19
26.82	18.79
8.53	6.78
12.87	8.48
8.2	6.53
18.05	10.11
11.39	3.86
43.8	22.18
29.48	16.81
27.3	7.9
78.27	28.77
6	4
17.55	13.63
20.61	8.44
22.73	13.52
17.4	12.13
15.56	9.12
14.01	10.71
