31.31	25.41
24.28	15.02
10.84	5.73
5.63	4.4
9.47	7.37
27.47	26.39
20.27	10.94
15.29	12.35
16.89	10.38
27.47	12.48
35.88	25.38
18.64	15.79
4.57	2.52
2.12	1.77
34.88	14.52
19.44	15.66
3.54	2.56
8.36	4.98
15.67	8.66
13.79	9.31
45.48	33.3
40.45	20.97
15.43	13.07
9.84	6.88
45.93	24.5
26.42	9.86
4.98	4.35
10.26	6.55
12.31	6.79
27.45	17.43
8.78	4.89
21.91	16.39
11.09	9.22
30.06	18.34
36.66	18.66
24.97	12.92
10.59	7.12
34.48	26.58
9.56	7.07
26.62	12.2
12.27	7.03
12.83	6.69
11.79	4.24
19.88	13.55
75.98	45.46
34.45	21.43
44.02	24.51
51.37	14.78
13.59	7.46
14.15	8.3
31.21	19.21
54.47	20.69
2.45	2.29
12.5	8.28
28.54	17.25
46.82	27.62
22.48	14.51
24.14	15.04
20.71	14.86
7.39	4.51
23.93	14.69
20.81	21.48
55.5	21.92
8.59	6.62
36.88	22.48
31.46	25.11
14.84	5.67
50.91	31.27
27.62	17.09
25.65	15.13
48.14	28.62
14.84	11.56
6.35	3.74
20.57	4.66
30.51	20.42
37.34	14.42
10.74	4.68
33.46	16.9
8.72	6.4
6.05	5.07
48.01	26.15
19.41	10.86
7.61	5.25
14.14	8.88
14.84	9.01
43.76	32.95
7	4.12
24.8	9.51
48.8	23.64
25.51	7.39
15.19	8.73
12.63	6.49
9.29	4.64
14.77	11.22
17.59	7.22
42.48	19.79
16.05	9.45
22.81	19.12
11.45	7.72
19.3	15.45
